trip_distance_km,trip_duration_min,surge_multiplier,traffic_level,vehicle_type,weather_condition,peak_hour,pickup_zone,fuel_price_per_liter,demand_index,driver_rating,customer_rating,music_preference,customer_loyalty_score,phone_battery_level,ride_fare
28.43,113.01,1.0,Low,SUV,Sunny,1,Airport,119.72,219.15,3.32,3.73,Rock,70.07,92,1514.32
16.7,66.54,1.0,Low,SUV,Sunny,0,Airport,97.57,80.27,3.41,3.37,Classical,55.05,19,1037.03
,108.52,1.2,Medium,SUV,,0,Urban,114.26,134.87,4.45,3.31,Classical,90.34,42,1861.01
26.36,106.75,1.0,Medium,Mini,Sunny,0,Airport,114.49,143.4,4.65,3.74,Pop,35.11,12,1202.66
4.53,20.18,1.0,Medium,Mini,Sunny,1,Airport,118.08,218.04,3.73,4.42,None,22.19,77,662.4
37.97,83.42,1.0,Medium,Sedan,Sunny,0,Urban,93.88,226.29,,4.46,Rock,6.81,48,1423.03
11.08,45.36,1.2,Medium,Sedan,Sunny,1,Airport,110.03,189.11,3.34,4.15,Classical,38.68,59,1052.3
14.15,36.21,2.0,Medium,Mini,Sunny,0,Urban,96.18,149.96,4.31,4.57,Classical,5.16,60,1420.46
16.69,63.56,1.2,Low,Mini,Sunny,0,Urban,109.73,269.06,3.24,4.41,Classical,48.27,53,1059.94
3.0,13.26,1.2,Medium,Sedan,Sunny,0,Airport,116.17,188.73,4.41,4.59,None,89.43,53,842.46
20.36,,1.2,Low,Premium,Sunny,0,Airport,92.44,255.96,4.2,4.95,Classical,53.71,85,1708.85
5.81,27.81,1.0,Medium,Sedan,Sunny,1,Airport,,281.77,4.62,,Classical,65.58,20,798.0
16.64,70.02,1.0,Medium,Mini,Rainy,0,Urban,106.13,155.71,4.2,4.53,Classical,87.98,37,932.15
14.68,56.26,1.0,Medium,Mini,Foggy,1,SemiUrban,95.27,122.69,3.41,4.67,Classical,13.44,84,660.55
31.14,92.05,1.0,Low,Mini,Sunny,0,Urban,97.13,143.0,4.16,4.83,Pop,55.12,83,1122.35
32.32,117.46,1.0,Low,SUV,Sunny,0,SemiUrban,105.62,70.69,4.81,,Classical,36.04,94,1276.83
6.98,35.64,1.2,Low,Premium,Sunny,0,SemiUrban,115.81,137.6,4.58,4.84,Pop,58.57,80,1082.8
15.3,63.61,1.0,Medium,Sedan,Sunny,0,Airport,110.26,176.59,3.34,4.08,Rock,12.96,4,1028.11
15.56,61.95,2.0,Medium,Sedan,Foggy,0,Urban,,101.47,3.19,4.39,Rock,35.94,11,1727.59
6.91,33.08,2.0,Low,SUV,Rainy,0,Urban,93.79,94.51,4.92,3.7,Rock,70.52,77,1496.88
32.14,129.57,2.5,Medium,Mini,Sunny,0,Urban,116.48,129.25,4.49,4.97,Pop,57.21,22,3165.45
28.58,74.76,1.0,Low,Mini,Sunny,0,Urban,109.58,75.17,4.65,3.43,None,74.31,83,996.56
8.42,25.03,2.0,Medium,Sedan,,0,SemiUrban,,173.28,4.8,,Pop,44.75,93,1343.16
,60.22,1.5,Medium,SUV,Sunny,0,Airport,107.88,208.87,3.93,3.5,Pop,16.93,11,1662.91
5.13,,2.0,Medium,Sedan,Sunny,1,SemiUrban,95.06,197.09,4.75,3.84,Rock,22.99,57,1054.78
25.5,94.21,1.2,High,Mini,Rainy,1,SemiUrban,117.6,120.06,3.26,4.54,Pop,76.88,52,1346.02
5.73,16.7,1.5,Low,SUV,Sunny,1,SemiUrban,93.67,265.17,3.68,4.97,Classical,35.16,73,1016.29
39.45,157.98,1.0,Low,Sedan,Rainy,0,Urban,92.31,77.43,3.68,4.24,Classical,40.75,35,1514.05
31.45,62.3,1.0,Medium,SUV,Foggy,0,SemiUrban,109.34,50.39,3.07,4.24,Classical,83.22,30,1272.69
16.22,63.11,1.0,Low,Mini,Sunny,0,Urban,113.78,83.62,3.37,4.06,Pop,21.88,85,718.32
23.56,68.51,2.0,High,Mini,Sunny,1,Urban,98.21,230.99,4.46,4.8,Classical,81.42,1,2062.6
36.54,81.42,1.0,Low,Mini,Foggy,0,Urban,99.04,247.16,3.93,3.66,Rock,11.86,4,1297.8
22.61,,1.0,Low,SUV,Sunny,0,Urban,100.7,241.6,4.19,3.38,None,14.58,27,1155.43
7.81,20.26,2.0,Medium,Mini,Sunny,1,SemiUrban,112.97,131.08,4.23,3.46,Pop,35.55,47,1016.23
15.77,52.6,1.0,Low,Sedan,Rainy,0,SemiUrban,97.86,268.72,3.42,4.72,Classical,82.01,17,864.3
33.88,117.16,2.0,Low,Sedan,Sunny,1,Urban,92.64,272.37,4.85,3.34,Pop,72.44,54,2693.26
26.12,65.88,1.5,High,Sedan,Sunny,0,Airport,99.28,255.03,3.28,4.0,Rock,76.41,43,1949.37
26.38,97.45,1.0,Low,Sedan,Sunny,0,Urban,118.98,234.26,3.01,3.64,Classical,18.82,47,1229.34
34.81,99.7,1.0,Medium,Mini,Foggy,0,SemiUrban,103.04,260.27,3.53,3.37,None,97.69,13,1275.0
35.86,141.91,1.2,Low,Mini,Rainy,1,Urban,106.8,214.58,4.01,4.14,Pop,9.54,40,1794.39
,108.29,2.5,Low,Mini,Sunny,1,SemiUrban,112.87,291.03,3.34,4.71,Classical,10.72,27,3327.92
4.7,27.56,2.0,Low,Mini,,0,SemiUrban,106.76,207.51,4.55,3.64,Rock,35.95,42,1020.67
22.22,59.07,1.0,Low,Mini,Sunny,1,Airport,109.71,91.29,3.42,3.24,None,52.98,32,954.19
29.88,76.71,1.0,Low,Sedan,Foggy,0,SemiUrban,116.41,95.66,4.91,4.25,None,75.25,43,1114.69
30.52,101.52,1.0,High,Mini,Rainy,0,Urban,101.19,157.66,4.42,4.48,Classical,66.11,10,1144.0
24.66,59.22,1.5,Medium,Mini,Sunny,1,SemiUrban,93.34,229.87,4.71,,Classical,88.74,37,1432.28
7.5,14.15,1.0,Medium,Sedan,Foggy,0,Urban,92.83,85.1,4.1,,Pop,59.9,7,497.06
32.1,113.07,1.0,Low,Mini,Foggy,1,Airport,113.48,98.69,4.11,3.01,Rock,7.28,11,1371.91
29.08,97.53,1.5,Low,SUV,Rainy,0,Airport,109.65,69.29,4.95,3.17,Rock,46.93,57,2007.6
4.36,22.09,1.2,Medium,Sedan,Foggy,1,SemiUrban,106.99,91.88,3.23,4.85,Classical,77.16,79,730.24
19.09,43.26,1.0,Medium,Premium,Sunny,0,Airport,117.9,105.03,4.16,4.16,Rock,48.3,1,1163.7
7.79,31.52,1.5,Low,Mini,Rainy,0,SemiUrban,108.81,189.64,3.14,3.75,None,12.75,17,931.62
14.16,25.05,1.2,Low,Mini,Sunny,0,Airport,91.43,147.11,4.98,3.37,None,69.98,66,917.25
1.71,6.41,1.2,Low,Sedan,Rainy,0,SemiUrban,104.06,73.45,4.26,4.4,None,72.92,29,525.73
16.61,31.42,1.2,Low,Mini,Foggy,0,SemiUrban,96.45,89.6,3.17,4.53,Classical,76.15,62,793.13
22.45,109.85,1.2,Medium,Sedan,,0,Urban,108.64,179.98,,4.62,None,34.45,58,1321.38
25.16,81.67,1.2,Low,Sedan,Rainy,0,SemiUrban,95.63,82.97,4.78,3.04,None,68.46,48,1265.34
26.88,62.48,2.0,Low,Sedan,Sunny,1,Urban,109.35,232.22,3.16,4.54,Pop,73.7,63,2202.42
33.62,59.79,1.2,Medium,SUV,Rainy,1,SemiUrban,116.5,73.82,3.55,3.32,Pop,38.69,1,1608.65
9.4,50.12,1.2,Low,Mini,Sunny,1,SemiUrban,92.32,97.54,4.01,4.59,Pop,41.65,60,740.93
5.7,24.62,1.2,Medium,Sedan,Sunny,0,SemiUrban,97.77,269.0,4.97,3.3,Classical,49.26,39,730.95
34.21,128.35,1.2,High,Sedan,,0,Airport,,183.39,3.42,3.49,None,61.07,41,1960.06
7.11,44.15,1.0,Low,Sedan,Sunny,0,Airport,111.34,297.29,4.58,4.56,None,30.26,69,899.19
39.02,130.99,1.0,Medium,Mini,Sunny,0,SemiUrban,107.6,88.12,3.69,4.26,Pop,16.3,43,1245.07
33.86,87.15,1.2,Medium,Sedan,Sunny,0,Airport,94.17,69.36,3.02,3.07,Rock,24.65,47,1512.19
20.53,79.23,1.0,Low,Sedan,Rainy,0,SemiUrban,97.28,68.97,4.56,3.33,Classical,53.49,17,911.79
39.28,163.16,1.0,Medium,Premium,Rainy,0,Urban,117.22,283.84,3.98,3.46,Classical,74.71,17,2016.08
4.8,16.23,1.5,Medium,SUV,Sunny,0,Urban,114.58,210.8,3.96,,Classical,87.37,30,1125.57
12.82,46.41,1.0,Medium,Mini,Rainy,1,SemiUrban,118.5,134.27,4.35,4.23,Pop,89.69,11,766.64
25.89,80.74,1.2,High,Sedan,Rainy,1,Urban,102.27,146.02,4.3,3.37,Rock,57.41,54,1491.97
14.65,47.7,1.2,Low,SUV,Rainy,1,Urban,103.19,225.04,4.31,3.51,Classical,86.45,99,1196.18
37.21,133.18,1.0,Medium,Sedan,Rainy,1,Airport,97.77,204.17,3.65,3.91,Pop,26.13,20,1593.52
3.56,7.52,1.0,Medium,Mini,Sunny,0,Urban,105.74,138.96,4.16,3.17,Pop,44.15,76,540.19
22.43,90.06,1.0,Low,Mini,Foggy,0,SemiUrban,114.9,222.5,4.76,3.83,Rock,22.03,40,1014.58
24.04,85.76,1.0,High,Mini,Foggy,0,Airport,97.43,135.65,4.79,4.59,Classical,13.69,6,1178.8
26.46,74.9,1.0,Low,Mini,Rainy,0,SemiUrban,94.22,163.1,3.81,3.79,Classical,66.82,3,996.67
10.97,33.0,1.0,Medium,Sedan,Sunny,0,SemiUrban,112.52,262.7,3.47,4.57,None,23.53,6,761.36
15.22,41.29,1.2,Medium,Sedan,Sunny,0,SemiUrban,110.8,79.56,3.15,4.25,Classical,56.52,41,842.74
33.9,94.79,1.2,Medium,Mini,Rainy,0,Urban,114.88,158.11,4.72,3.81,Rock,7.21,49,1566.99
8.6,35.16,1.5,Low,Sedan,,1,Urban,112.55,72.98,3.33,4.79,Rock,16.52,22,951.34
33.25,101.58,1.2,Low,Mini,Sunny,0,Airport,102.58,59.68,,3.88,Pop,30.65,2,1486.56
22.94,85.74,1.0,Low,Mini,Foggy,0,SemiUrban,94.7,291.52,4.62,,None,39.52,21,958.15
30.73,121.76,1.0,Medium,Sedan,Sunny,1,Urban,111.44,190.63,4.57,4.6,Rock,25.48,9,1366.7
28.83,75.3,1.0,Low,SUV,Sunny,0,SemiUrban,116.35,294.28,3.87,4.83,Rock,72.3,62,1402.67
9.09,22.47,2.0,Medium,Sedan,Foggy,1,Urban,94.58,264.72,4.39,3.56,Rock,6.19,17,1473.29
23.18,71.16,2.0,Low,SUV,Rainy,0,SemiUrban,,296.32,3.48,3.4,Pop,55.58,52,2361.72
34.84,140.86,1.0,Low,Mini,Sunny,1,SemiUrban,99.87,283.66,4.86,3.9,Classical,2.75,3,1267.15
17.85,66.7,1.2,Low,Mini,Sunny,1,SemiUrban,105.58,269.81,4.9,4.75,Rock,90.52,35,995.57
38.7,80.33,2.5,Medium,Sedan,,0,Urban,90.94,231.06,4.88,,Classical,62.98,60,3628.77
18.64,49.84,1.5,Medium,Mini,Rainy,0,Urban,100.61,233.67,4.25,,Rock,68.4,19,1427.09
6.57,15.5,1.2,Low,SUV,Rainy,1,Urban,104.53,285.67,3.14,3.07,Classical,70.11,92,986.17
16.19,50.8,1.0,Low,Mini,Sunny,1,Urban,94.53,294.25,4.23,4.4,None,53.69,84,795.32
38.12,153.71,1.0,High,Sedan,Rainy,0,Airport,102.22,286.01,3.84,4.4,None,11.19,69,1837.86
13.47,62.81,1.5,Low,Sedan,Sunny,0,SemiUrban,95.28,170.8,3.79,4.67,Pop,41.97,24,1166.8
34.86,90.0,1.5,Medium,SUV,Rainy,1,Urban,96.47,269.24,3.06,3.99,Rock,74.9,74,2276.07
35.37,81.77,1.2,Medium,SUV,Rainy,0,Urban,119.33,177.56,4.75,4.78,None,98.22,31,1835.01
14.66,45.9,1.0,Low,Mini,Sunny,1,SemiUrban,108.05,191.06,,3.17,None,30.82,46,720.89
4.25,20.22,2.0,Medium,Mini,Sunny,0,SemiUrban,101.68,256.01,3.65,4.13,Classical,63.78,48,1014.18
29.26,85.11,1.5,High,SUV,Rainy,0,SemiUrban,105.64,257.52,4.96,3.95,Pop,98.29,86,2113.53
13.15,44.11,1.0,High,Sedan,,0,Urban,101.49,255.96,3.27,4.8,None,57.44,23,958.06
31.53,105.74,1.0,Medium,Sedan,Sunny,0,Airport,108.06,257.1,4.67,4.82,Pop,80.48,23,1440.86
18.26,55.47,1.2,Medium,Mini,Sunny,0,Airport,90.01,156.74,4.24,4.95,Classical,59.11,96,1041.98
19.93,63.99,1.0,Low,Sedan,,0,Airport,97.08,182.62,3.97,3.7,Classical,43.35,9,1009.91
31.34,90.71,1.0,Low,Mini,,1,Airport,119.67,113.19,4.93,3.76,Pop,67.63,25,1166.51
15.91,54.15,1.0,Low,SUV,Sunny,1,SemiUrban,93.37,165.86,4.17,3.39,None,86.3,29,834.88
18.28,68.33,2.5,High,Mini,Rainy,1,Airport,92.37,290.18,4.67,4.49,Classical,78.26,47,2802.55
15.67,58.6,1.5,Low,Mini,Rainy,0,Airport,104.79,254.14,3.46,4.67,Rock,87.67,89,1471.96
15.33,37.87,1.0,Low,Mini,Foggy,0,Airport,98.72,140.67,3.06,4.7,Pop,95.15,14,897.32
21.51,61.93,2.0,Medium,Sedan,Rainy,1,Airport,106.01,208.23,3.42,4.98,Classical,74.53,68,2323.14
,102.08,1.2,Medium,SUV,Rainy,0,SemiUrban,118.82,113.35,4.98,4.12,Classical,83.83,42,1668.7
15.11,61.56,1.0,Low,Mini,Sunny,0,SemiUrban,93.79,101.78,4.12,3.43,Pop,26.32,5,694.86
21.45,86.11,2.0,Low,Mini,Rainy,0,Urban,103.2,154.39,,4.2,Pop,15.76,78,1976.78
27.16,58.84,1.2,Medium,Sedan,Sunny,0,SemiUrban,112.76,92.95,4.37,3.73,None,38.51,1,1257.16
11.51,15.89,1.5,Medium,Sedan,Sunny,0,Airport,94.82,188.69,3.31,3.67,Pop,31.04,30,1203.41
11.82,27.0,1.2,Medium,Premium,Sunny,0,Urban,111.36,156.2,3.23,4.4,Classical,41.4,27,1308.05
37.4,108.26,1.2,Low,Mini,Sunny,0,Urban,102.01,84.55,3.97,3.41,Classical,14.15,54,1486.81
29.22,94.03,1.0,Medium,SUV,Sunny,0,SemiUrban,108.62,225.12,4.88,4.09,None,42.05,21,1284.6
23.51,84.35,1.0,Medium,Mini,Sunny,1,Urban,105.77,230.25,3.27,3.28,None,82.01,27,1018.52
,67.99,1.2,Low,Mini,Sunny,1,SemiUrban,103.52,272.61,4.0,4.78,Pop,5.09,39,1191.03
,11.75,2.0,Low,Mini,Sunny,0,Urban,104.37,228.03,4.52,3.18,Classical,25.44,11,824.51
,92.65,1.2,High,SUV,Rainy,0,Airport,94.42,104.3,3.16,4.86,Classical,39.54,60,1660.49
20.87,97.18,1.0,Medium,SUV,Sunny,0,Airport,103.03,215.75,3.81,5.0,Classical,58.06,52,1272.66
22.28,102.67,1.0,Low,Mini,Sunny,0,Airport,112.59,294.08,4.07,3.47,None,43.53,42,1210.56
15.02,71.21,2.0,Low,SUV,Sunny,0,Urban,116.9,263.1,,3.19,None,3.38,45,2003.26
4.18,26.4,1.0,Medium,Mini,Sunny,0,SemiUrban,108.8,158.47,4.31,3.06,Rock,63.8,65,465.87
8.54,25.85,1.0,Medium,Mini,Rainy,1,Urban,114.82,224.02,4.48,3.29,Rock,71.26,37,687.53
,109.13,1.5,High,Sedan,Rainy,0,Airport,,54.05,4.28,4.83,Pop,11.48,38,2347.25
16.94,33.65,2.0,Medium,Premium,,0,Urban,96.48,104.74,3.15,4.46,Pop,1.4,27,2085.75
19.2,63.57,1.5,Low,Sedan,Sunny,0,Airport,111.72,149.77,,3.18,Classical,55.4,68,1534.98
3.06,12.05,1.0,Medium,SUV,Sunny,1,Airport,111.06,152.69,4.6,4.92,Rock,86.68,66,680.54
2.47,15.05,1.0,Low,SUV,Sunny,0,SemiUrban,90.22,269.6,3.98,4.31,Pop,74.86,66,527.51
28.97,93.75,1.5,Low,Mini,Sunny,0,Airport,104.38,297.27,4.13,4.86,None,50.19,77,1918.77
21.99,80.57,2.0,Low,Mini,Sunny,0,SemiUrban,118.1,163.7,4.81,4.43,Pop,35.02,45,1940.91
20.84,72.53,2.5,Low,Mini,,0,Urban,119.53,147.56,4.12,3.75,Classical,2.53,30,2228.2
10.48,43.37,1.2,High,SUV,Foggy,0,SemiUrban,103.71,82.85,3.51,3.13,Pop,78.34,60,957.62
30.05,111.28,1.5,Medium,Sedan,Rainy,0,SemiUrban,111.65,108.52,3.9,3.03,None,22.7,96,1930.76
7.56,17.87,1.0,Low,Mini,Rainy,0,Airport,90.53,84.96,3.97,4.22,None,98.8,33,591.57
8.41,37.44,1.0,Medium,Sedan,Rainy,0,Airport,98.04,136.62,,4.01,Rock,7.19,21,859.12
18.97,72.98,1.0,Medium,Sedan,Sunny,0,SemiUrban,111.65,236.83,3.7,4.16,None,88.86,52,1069.83
12.16,41.64,2.5,High,Sedan,Sunny,1,Airport,109.59,55.48,4.68,4.93,Pop,24.7,5,2160.56
10.65,28.54,1.0,High,SUV,Sunny,0,Urban,109.82,267.87,4.07,4.81,None,90.13,85,856.71
26.16,91.36,1.0,Low,Mini,Rainy,0,Urban,110.89,230.66,4.09,3.71,Pop,43.61,14,1120.47
26.39,,2.0,High,Sedan,Rainy,0,Airport,102.88,142.15,4.52,3.64,Classical,23.1,2,2587.31
33.16,117.96,1.0,Low,Mini,Sunny,0,SemiUrban,118.14,181.34,3.16,3.57,Pop,10.72,89,1162.76
17.29,39.4,1.0,Low,SUV,Sunny,1,Urban,100.98,77.24,4.78,4.88,Pop,12.51,55,904.71
3.85,18.74,1.5,Low,Sedan,Rainy,0,SemiUrban,117.06,244.74,3.39,4.82,None,94.21,71,945.5
11.67,37.13,1.5,Low,Sedan,Sunny,1,Urban,91.81,245.41,3.67,,None,28.35,19,1109.19
39.22,77.23,1.2,High,Mini,Rainy,0,Urban,115.48,144.54,3.18,3.46,None,97.21,61,1629.94
24.25,93.33,2.0,Medium,Sedan,Sunny,0,Airport,99.1,115.17,3.94,3.94,Pop,83.19,11,2362.72
28.68,74.31,1.0,Medium,SUV,Sunny,0,Airport,109.79,196.16,3.68,3.71,Classical,73.91,3,1343.44
1.29,13.32,2.0,High,Sedan,Rainy,0,SemiUrban,91.65,130.68,,3.65,None,71.83,18,1159.73
21.21,75.57,1.5,Low,SUV,Sunny,1,Airport,92.4,226.03,,,Classical,89.03,46,1799.84
7.38,19.91,1.0,Low,Mini,Sunny,1,Airport,91.71,228.16,3.28,4.68,Classical,22.57,84,1721.71
23.2,100.92,1.5,Medium,Mini,Foggy,0,Airport,104.55,294.61,3.13,3.59,None,90.37,49,1905.8
36.91,118.08,1.0,High,Sedan,Sunny,0,Urban,102.49,138.18,3.43,3.7,Classical,44.89,5,1390.11
38.77,171.58,1.0,High,Sedan,Sunny,0,SemiUrban,99.57,63.97,3.01,4.21,Classical,75.33,66,1519.24
22.08,50.09,2.0,Low,Mini,Sunny,0,SemiUrban,103.38,271.23,3.16,4.85,None,78.96,29,1798.31
18.87,60.73,1.0,High,Mini,Sunny,0,SemiUrban,99.41,52.38,4.93,4.45,Rock,83.78,27,896.5
37.86,112.25,1.0,High,Sedan,Sunny,0,Airport,116.14,161.88,3.8,4.29,Pop,44.98,74,1603.25
27.27,95.43,1.0,Low,Sedan,Sunny,0,SemiUrban,106.88,114.31,4.84,3.19,Classical,25.27,53,1118.25
3.53,22.0,1.0,Medium,Mini,Sunny,0,SemiUrban,99.31,152.59,3.8,4.25,Pop,86.77,73,479.37
19.16,42.9,2.0,Low,Premium,Sunny,0,Urban,103.64,93.62,4.56,3.53,Pop,6.26,97,2066.08
10.37,48.63,2.0,Medium,Sedan,Rainy,1,SemiUrban,116.01,218.62,4.4,4.28,Pop,57.55,63,1639.5
19.32,52.93,1.2,High,Sedan,Sunny,0,Airport,102.27,190.4,3.32,3.65,Classical,76.66,18,1296.44
18.76,46.96,1.0,Medium,Premium,Rainy,0,Urban,102.82,151.03,3.94,3.15,Classical,87.64,39,1274.4
,78.16,1.2,Medium,Mini,Sunny,0,Urban,100.13,216.12,3.24,4.69,Classical,12.04,57,1241.97
14.91,55.57,1.0,High,Sedan,Sunny,0,Urban,97.81,70.86,,4.11,Pop,46.57,67,892.41
7.41,13.99,1.0,Low,SUV,Sunny,1,SemiUrban,104.15,264.51,3.57,3.56,Rock,69.23,14,780.51
20.65,56.97,1.0,Low,Mini,Rainy,1,Urban,112.1,163.57,4.23,3.71,Pop,90.78,11,948.07
,69.72,1.0,Low,Sedan,Sunny,0,Urban,101.04,203.95,4.49,4.24,Classical,63.08,55,1149.62
26.9,75.28,1.2,Medium,SUV,Sunny,0,Urban,96.8,119.17,4.83,4.36,Pop,23.86,20,1467.15
14.2,63.9,2.0,High,Mini,Sunny,1,SemiUrban,109.8,293.02,3.1,3.97,Classical,13.72,49,1746.02
37.49,111.85,1.5,Medium,Mini,Rainy,0,Urban,114.26,162.83,4.49,4.05,Classical,40.86,40,2107.65
36.58,,1.5,High,Mini,Foggy,1,SemiUrban,90.65,96.49,3.25,3.21,Classical,17.05,25,1997.14
9.16,36.58,1.0,Medium,Sedan,Sunny,0,Airport,108.97,89.75,4.74,3.29,Classical,70.19,32,732.22
2.54,5.5,2.0,Medium,Mini,Sunny,0,SemiUrban,117.03,119.42,4.3,3.42,Classical,52.71,60,666.08
29.91,76.08,2.0,Medium,Mini,Sunny,1,Airport,92.65,243.17,4.8,4.06,Pop,24.49,88,2449.33
33.28,97.02,2.0,High,SUV,Foggy,0,Airport,,126.99,3.26,3.84,Pop,61.84,78,3173.64
38.75,107.37,1.0,Low,Sedan,Rainy,1,Airport,93.53,70.59,3.97,4.14,Rock,9.46,70,1507.79
35.7,133.24,1.2,Low,Mini,Sunny,0,Urban,,161.76,3.99,3.35,None,63.02,90,1579.28
24.42,53.83,1.2,Low,SUV,Sunny,1,SemiUrban,105.35,103.58,4.48,4.94,Classical,66.76,87,1129.12
21.67,81.52,1.0,High,SUV,Sunny,0,SemiUrban,111.9,280.23,4.94,4.23,None,1.69,98,1216.94
2.09,14.15,2.5,High,Mini,Rainy,0,Urban,91.88,143.24,3.03,3.26,Pop,67.1,50,1323.49
10.62,38.33,1.0,Low,SUV,Sunny,0,SemiUrban,93.07,128.79,4.3,3.74,Classical,32.28,38,789.27
18.92,,1.0,High,Sedan,Rainy,0,Urban,118.9,162.08,3.08,4.96,Classical,4.73,91,1012.14
25.51,,1.2,Medium,Sedan,,1,Urban,119.66,57.18,3.84,4.93,Classical,42.54,21,1282.7
22.73,54.1,1.0,Medium,Mini,Sunny,1,SemiUrban,98.31,182.74,4.7,3.14,Rock,35.88,65,932.3
29.96,104.25,2.0,High,Mini,Sunny,0,Airport,100.26,296.69,4.12,4.66,Classical,70.24,1,2727.63
11.91,46.1,1.0,Medium,Mini,Foggy,0,Airport,90.3,135.79,4.7,4.28,None,69.41,4,618.93
,61.85,1.0,Medium,Mini,,0,Airport,118.68,283.79,4.28,3.37,None,43.34,74,1103.29
4.44,25.35,1.2,Low,Sedan,Rainy,0,Urban,117.53,80.46,4.81,4.67,None,65.71,42,659.48
17.13,47.88,1.0,Low,Sedan,Sunny,1,Airport,93.48,197.49,4.58,4.28,Pop,85.57,75,937.26
30.26,,1.5,Medium,Mini,Sunny,0,Urban,100.95,92.36,4.45,3.23,Pop,5.76,4,1653.01
28.04,78.67,1.5,Low,SUV,,1,Urban,119.0,269.8,4.49,4.7,Rock,14.97,26,2069.27
39.64,106.11,1.2,Medium,Sedan,Rainy,0,Airport,93.77,231.22,4.13,4.52,None,46.76,72,1855.32
11.84,55.68,2.5,Medium,Sedan,Rainy,1,Airport,116.21,268.77,4.7,3.01,Rock,84.14,62,2654.42
20.43,64.85,1.2,Medium,Premium,Sunny,0,Urban,96.05,223.1,3.93,3.51,Rock,50.63,47,1510.0
13.85,51.19,1.2,Medium,SUV,Sunny,1,Urban,92.05,218.11,3.13,3.54,Pop,18.29,63,1134.1
18.18,33.16,2.0,High,Mini,Sunny,0,Airport,,182.14,4.5,3.92,Rock,94.72,49,1742.38
34.42,129.08,1.2,Low,Sedan,Sunny,1,SemiUrban,111.3,186.4,4.48,3.46,Pop,22.4,6,1546.2
27.68,93.7,1.0,Medium,SUV,Rainy,0,Urban,94.12,245.74,3.27,4.66,None,82.81,23,1278.59
35.42,132.16,1.0,High,Mini,Sunny,1,Urban,90.11,193.19,3.5,4.4,Pop,99.93,4,1288.95
8.94,20.69,1.5,Low,Mini,Sunny,1,Airport,113.27,158.21,3.49,3.06,None,61.05,61,943.15
35.06,104.09,2.5,Low,Mini,Sunny,1,Airport,109.67,226.9,4.18,4.41,Classical,19.32,26,3436.88
3.33,6.57,1.2,Medium,Mini,Foggy,0,Airport,116.34,290.99,4.12,4.9,Rock,49.89,90,811.27
35.66,144.93,1.0,Medium,Premium,Sunny,0,Urban,107.33,277.4,3.24,3.99,Classical,67.94,27,1815.23
13.83,38.83,1.2,Low,SUV,Sunny,0,Airport,91.37,131.35,3.88,3.36,Pop,13.86,72,1139.24
13.27,33.8,1.5,Medium,Mini,Rainy,0,SemiUrban,90.65,146.73,3.05,4.76,Pop,97.67,22,1115.59
20.97,57.45,1.0,Medium,SUV,Sunny,0,SemiUrban,113.56,289.37,3.31,4.32,Rock,95.73,38,1150.01
37.69,145.84,2.0,Medium,Mini,Sunny,1,Airport,116.7,108.21,3.14,3.86,Pop,50.59,8,2985.76
2.86,9.25,2.0,Medium,Mini,Sunny,0,Urban,114.01,81.95,3.99,3.82,None,81.6,63,738.43
14.74,56.24,1.2,Medium,Mini,Rainy,0,Airport,101.22,169.11,3.12,3.56,None,99.05,23,1120.13
34.41,123.89,1.0,Medium,Mini,Rainy,1,Airport,109.86,161.49,4.9,3.21,Classical,66.87,12,1466.85
16.45,69.85,1.2,Medium,Mini,Sunny,1,Urban,92.33,186.96,4.25,4.74,None,58.77,19,1053.08
8.77,28.55,1.0,Medium,SUV,Sunny,1,SemiUrban,111.55,57.99,4.54,4.97,None,60.84,20,742.11
17.57,39.4,1.2,Medium,Mini,Sunny,0,SemiUrban,97.49,101.59,3.82,4.89,Pop,53.28,33,824.82
16.04,76.03,1.0,High,SUV,Sunny,1,Urban,118.03,250.66,4.9,3.34,Classical,90.49,10,1110.1
36.7,115.78,1.2,Medium,Mini,Sunny,0,Airport,100.13,140.1,4.55,3.84,None,13.85,75,1741.17
30.72,102.35,1.0,Medium,Sedan,Sunny,0,Airport,100.18,279.14,,3.58,Classical,48.13,98,1458.37
20.7,60.34,1.5,Low,SUV,Rainy,0,Urban,98.59,192.21,3.24,3.69,Pop,1.51,71,1691.38
39.55,139.51,1.5,High,Mini,Sunny,0,SemiUrban,109.01,55.32,3.92,3.65,Pop,89.09,20,2012.47
19.15,48.93,2.5,Medium,Sedan,,0,Urban,92.91,294.54,4.1,4.86,Rock,31.29,6,2357.72
,8.83,1.0,Medium,Sedan,Rainy,0,Urban,91.6,129.26,4.06,4.89,None,47.29,21,594.75
11.23,40.38,1.0,Medium,Mini,Rainy,1,SemiUrban,110.88,142.23,4.88,3.08,Classical,63.88,50,771.08
18.01,71.13,1.0,Low,Mini,Sunny,1,Urban,118.37,277.66,4.39,4.07,Classical,12.17,34,2910.0
7.12,28.95,1.0,Medium,Sedan,Foggy,1,Airport,112.31,269.5,,4.32,Rock,75.22,28,794.84
37.96,93.63,1.0,Low,Mini,Sunny,1,Airport,97.5,221.26,4.42,3.49,None,50.76,53,1308.84
30.91,96.17,1.2,Low,Mini,Sunny,0,Urban,,52.56,3.7,3.12,Rock,6.65,12,1182.82
